Designator,Mid X,Mid Y,Layer,Rotation
BT1,28.40168mm,11.70534mm,Top,0.0
C1,66.55168mm,21.73034mm,Top,270.0
C2,126.00238mm,43.9124mm,Top,270.0
C3,62.811679mm,26.30534mm,Top,0.0
C4,130.591681mm,84.20534mm,Top,180.0
C5,129.90168mm,79.70534mm,Top,270.0
C6,135.591681mm,14.255354mm,Top,180.0
C7,35.130197mm,119.311784mm,Top,270.0
C8,45.266681mm,100.28034mm,Top,0.0
C9,36.630197mm,119.611784mm,Top,90.0
C10,42.60168mm,100.28034mm,Top,180.0
C11,38.130197mm,119.611784mm,Top,90.0
C12,39.630197mm,119.611784mm,Top,90.0
C13,41.130197mm,119.611784mm,Top,90.0
C14,35.9mm,116.3mm,Top,270.0
C15,42.630197mm,119.611784mm,Top,90.0
C16,44.130197mm,119.611784mm,Top,270.0
C17,40.05168mm,99.33034mm,Top,270.0
C18,38.55168mm,99.33034mm,Top,270.0
C19,37.05168mm,99.33034mm,Top,90.0
C20,35.55168mm,99.33034mm,Top,90.0
D1,68.20604mm,5.73034mm,Top,180.0
D2,68.12668mm,9.83034mm,Top,180.0
D3,123.730832mm,49.990849mm,Top,270.0
D4,121.730832mm,49.990849mm,Top,270.0
D5,26.475mm,89.9125mm,Top,270.0
D6,72.211889mm,78.25609mm,Top,90.0
D7,68.911889mm,78.25609mm,Top,90.0
D8,67.011889mm,78.25609mm,Top,90.0
D9,63.711889mm,78.25609mm,Top,90.0
D10,24.66474mm,89.812501mm,Top,90.0
D11,28.375mm,89.9125mm,Top,90.0
D12,73.899386mm,78.154591mm,Top,270.0
D13,70.599386mm,78.154591mm,Top,270.0
D14,65.411889mm,78.15609mm,Top,270.0
D15,62.111889mm,78.15609mm,Top,270.0
D16,45.451678mm,91.2124mm,Top,90.0
D17,42.20168mm,91.20534mm,Top,90.0
D18,40.30168mm,91.20534mm,Top,90.0
D19,37.00168mm,91.20534mm,Top,90.0
D20,47.10168mm,91.110901mm,Top,270.0
D21,43.90168mm,91.10534mm,Top,270.0
D22,38.689177mm,91.103841mm,Top,270.0
D23,35.40168mm,91.10534mm,Top,270.0
D24,45.614183mm,7.206838mm,Top,90.0
D25,58.80168mm,67.20034mm,Top,270.0
D26,97.90238mm,103.8124mm,Top,180.0
D27,97.90238mm,101.9124mm,Top,180.0
D28,53.89668mm,76.70534mm,Top,180.0
D29,98.00238mm,105.5124mm,Top,0.0
D30,98.00238mm,100.299897mm,Top,0.0
D31,55.30168mm,96.10534mm,Top,0.0
D32,59.15168mm,80.53534mm,Top,90.0
D33,38.975182mm,96.917842mm,Top,180.0
D34,42.70168mm,97.80534mm,Top,180.0
F1,23.575mm,132.4mm,Top,0.0
F2,16.111431mm,132.434193mm,Top,0.0
F3,23.625mm,134.8mm,Top,0.0
G1,133.07668mm,114.55534mm,Top,0.0
G2,145.51264mm,108.18734mm,Top,90.0
G3,143.507029mm,125.013053mm,Top,0.0
G4,20.21mm,45.097322mm,Top,90.0
G5,4.97mm,32.397322mm,Top,90.0
G6,4.97mm,45.097322mm,Top,90.0
G7,20.21mm,32.397322mm,Top,90.0
G9,4.97mm,19.697322mm,Top,90.0
G11,12.59mm,45.097322mm,Top,90.0
G12,12.59mm,32.397322mm,Top,90.0
J1,143.50168mm,115.30534mm,Top,180.0
J2,128.95168mm,107.10534mm,Top,270.0
J3,27.4mm,101.5mm,Top,90.0
J4,122.82404mm,8.98922mm,Top,270.0
J5,142.07668mm,101.60534mm,Top,0.0
J6,54.90168mm,105.83034mm,Top,180.0
J25,141.82668mm,87.631997mm,Top,270.0
J27,103.85168mm,97.00534mm,Top,270.0
P1,109.401044mm,88.80534mm,Top,180.0
P2,125.53864mm,137.57912mm,Top,0.0
P4,65.11264mm,43.41022mm,Top,0.0
P5,62.30238mm,35.91022mm,Top,0.0
P6,62.30238mm,43.4124mm,Top,0.0
P7,14.75168mm,123.80534mm,Top,180.0
P8,94.30168mm,130.80534mm,Top,0.0
P9,94.30168mm,133.68034mm,Top,90.0
P10,91.40168mm,130.75534mm,Top,0.0
P11,29.70168mm,76.10534mm,Top,180.0
P12,29.70168mm,79.00534mm,Top,0.0
P13,32.60168mm,76.10534mm,Top,180.0
P14,32.60168mm,78.98422mm,Top,0.0
P15,91.40168mm,133.68034mm,Top,180.0
P17,69.20168mm,61.80534mm,Top,270.0
P18,66.40168mm,64.60534mm,Top,90.0
P19,115.95168mm,127.85534mm,Top,0.0
P20,66.40168mm,70.20534mm,Top,90.0
P22,69.20168mm,67.40534mm,Top,270.0
P23,47.90168mm,79.00534mm,Top,0.0
P24,123.90168mm,41.20534mm,Top,0.0
P25,123.90168mm,38.37022mm,Top,180.0
P28,81.91304mm,76.40622mm,Top,180.0
P29,120.90168mm,41.20534mm,Top,0.0
P30,120.90168mm,38.37022mm,Top,180.0
P31,117.90168mm,41.20534mm,Top,0.0
P32,117.90168mm,38.37022mm,Top,180.0
P38,106.35168mm,83.33034mm,Top,0.0
P43,87.87668mm,83.13034mm,Top,0.0
P44,90.72668mm,83.13034mm,Top,270.0
P47,40.12668mm,124.60534mm,Top,0.0
P48,34.92668mm,133.70534mm,Top,180.0
P49,37.37668mm,124.60534mm,Top,0.0
P50,31.05168mm,133.70534mm,Top,0.0
P51,33.32668mm,124.58034mm,Top,180.0
P52,129.494479mm,128.9mm,Top,180.0
P53,122.725mm,128.975mm,Top,180.0
P55,116.02668mm,131.50534mm,Top,180.0
P56,42.2mm,133.78034mm,Top,180.0
